Sample	Estandardized_sample_nameR
ND27111	ND27111
ND27117	ND27117
ND27118	ND27118
ND27119	ND27119
ND27120	ND27120
ND27130	ND27130
ND27142	ND27142
ND27173	ND27173
ND27174	ND27174
ND27177	ND27177
ND27185	ND27185
ND27193	ND27193
ND27204	ND27204
ND27210	ND27210
ND27230	ND27230
ND27232	ND27232
ND27239	ND27239
ND27240	ND27240
ND27242	ND27242
ND27243	ND27243
ND27245	ND27245
ND27247	ND27247
ND27248	ND27248
ND27255	ND27255
ND27256	ND27256
ND27269	ND27269
ND27273	ND27273
ND27278	ND27278
ND27280	ND27280
ND27282	ND27282
ND27306	ND27306
ND27307	ND27307
ND27326	ND27326
ND28245	ND28245
ND28246	ND28246
ND28247	ND28247
ND28248	ND28248
ND28249	ND28249
ND28250	ND28250
ND28251	ND28251
ND28252	ND28252
ND28253	ND28253
ND28254	ND28254
ND28255	ND28255
ND28256	ND28256
ND28257	ND28257
ND28258	ND28258
ND28259	ND28259
ND28260	ND28260
ND28261	ND28261
ND28262	ND28262
ND28263	ND28263
ND28264	ND28264
ND28265	ND28265
ORCA	ORCA
AQUILA	AQUILA
B02-1865-571	B02_1865_571
B02-1865-588	B02_1865_588
B02-1916-1460	B02_1916_1460
B02-1925-1735	B02_1925_1735
B02-1925-1767	B02_1925_1767
B02-1935-1954	B02_1935_1954
B02-1935-1957	B02_1935_1957
B02-1935-2009	B02_1935_2009
BOWMAN	BOWMAN
GIZA_125	GIZA_125
STATEHOOD	STATEHOOD
UT01B1788-435	UT01B1788_435
UT01B1793-501	UT01B1793_501
UT01B1793-544	UT01B1793_544
UT01B1797-608	UT01B1797_608
UT04B2041-14	UT04B2041_14
UT04B2041-15	UT04B2041_15
UT04B2041-35	UT04B2041_35
UT04B2041-42	UT04B2041_42
UT04B2041-48	UT04B2041_48
UT04B2046-236	UT04B2046_236
UT04B2056-384	UT04B2056_384
UT04B2058-487	UT04B2058_487
UT04B2058-505	UT04B2058_505
UT04B2060-589	UT04B2060_589
UT04B2060-593	UT04B2060_593
UT04B2067-663	UT04B2067_663
UT04B2067-665	UT04B2067_665
UT04B2067-698	UT04B2067_698
UT04B2068-718	UT04B2068_718
UT04B2068-752	UT04B2068_752
UT04B2070-776	UT04B2070_776
UT04B2070-779	UT04B2070_779
UT04B2070-797	UT04B2070_797
UT04B2070-807	UT04B2070_807
UT04B2070-811	UT04B2070_811
UT04B2074-846	UT04B2074_846
UT04B2079-868	UT04B2079_868
UT04B2079-877	UT04B2079_877
UT04B2079-882	UT04B2079_882
UT04B2079-891	UT04B2079_891
UT04B2079-896	UT04B2079_896
UT04B2079-903	UT04B2079_903
UT04B2079-910	UT04B2079_910
UT04B2080-923	UT04B2080_923
UT04B2080-930	UT04B2080_930
UT04B2080-941	UT04B2080_941
UT04B2080-954	UT04B2080_954
UT04B2080-965	UT04B2080_965
UT04B2082-1008	UT04B2082_1008
UT04B2086-1088	UT04B2086_1088
UT04B2086-1095	UT04B2086_1095
UT04B2086-1107	UT04B2086_1107
UT04B2087-1136	UT04B2087_1136
UT04B2089-1175	UT04B2089_1175
UT04B2090-1211	UT04B2090_1211
UT04B2090-1232	UT04B2090_1232
UT04B2090-1233	UT04B2090_1233
UT04B2090-1247	UT04B2090_1247
UT04B2090-1256	UT04B2090_1256
UT04B2092-1276	UT04B2092_1276
UT04B2092-1297	UT04B2092_1297
UT04B2092-1301	UT04B2092_1301
UT04B2092-1307	UT04B2092_1307
UT04B2094-1321	UT04B2094_1321
UT04B2094-1328	UT04B2094_1328
UT04B2094-1338	UT04B2094_1338
UT04B2094-1342	UT04B2094_1342
UT04B2099-1390	UT04B2099_1390
UT04B2099-1397	UT04B2099_1397
UT04B2100-1448	UT04B2100_1448
UT04B2107-1473	UT04B2107_1473
UT04B2107-1477	UT04B2107_1477
UT04B2107-1491	UT04B2107_1491
UT04B2109-1528	UT04B2109_1528
UT04B2109-1539	UT04B2109_1539
UT1953-64	UT1953_64
UT1953-78	UT1953_78
UT1953-89	UT1953_89
UT1954-115	UT1954_115
UT1960-476	UT1960_476
UT1960-483	UT1960_483
UT1972-677	UT1972_677
UT2015-766	UT2015_766
UT99B1669-3243	UT99B1669_3243
UT99B1670-3458	UT99B1670_3458
UT99B1670-3469	UT99B1670_3469
UT99B1670-3530	UT99B1670_3530
WALKER	WALKER
2128-110	2128_110
2129-154	2129_154
2129-168	2129_168
2130-21	2130_21
2130-31	2130_31
2130-36	2130_36
2130-43	2130_43
2130-49	2130_49
2130-52	2130_52
2130-55	2130_55
2130-93	2130_93
2130-95	2130_95
2130-96	2130_96
2131-17	2131_17
2131-5	2131_5
2131-96	2131_96
2136-10	2136_10
2136-15	2136_15
2136-22	2136_22
2136-24	2136_24
2136-28	2136_28
2136-36	2136_36
2136-80	2136_80
2136-83	2136_83
2136-9	2136_9
2136-96	2136_96
2136-97	2136_97
2137-29	2137_29
2137-73	2137_73
2137-97	2137_97
2138-15	2138_15
2138-26	2138_26
2138-29	2138_29
2138-3	2138_3
2138-30	2138_30
2138-31	2138_31
2138-32	2138_32
2138-35	2138_35
2138-40	2138_40
2138-47	2138_47
2138-52	2138_52
2138-55	2138_55
2138-73	2138_73
2138-86	2138_86
2138-90	2138_90
2139-5	2139_5
2140-1	2140_1
2140-10	2140_10
2140-11	2140_11
2140-12	2140_12
2140-15	2140_15
2140-18	2140_18
2140-2	2140_2
2140-22	2140_22
2140-23	2140_23
2140-24	2140_24
2140-29	2140_29
2140-30	2140_30
2140-40	2140_40
2140-42	2140_42
2140-45	2140_45
2140-5	2140_5
2140-57	2140_57
2140-7	2140_7
2140-73	2140_73
2140-76	2140_76
2140-85	2140_85
2140-9	2140_9
2140-93	2140_93
2140-96	2140_96
2141-37	2141_37
2141-4	2141_4
2141-43	2141_43
2141-55	2141_55
2141-69	2141_69
2141-73	2141_73
2141-75	2141_75
2141-78	2141_78
2141-93	2141_93
2142-3	2142_3
2142-30	2142_30
2142-33	2142_33
2142-69	2142_69
2143-22	2143_22
2143-24	2143_24
2143-45	2143_45
2143-74	2143_74
2144-24	2144_24
2144-54	2144_54
2144-66	2144_66
2144-80	2144_80
2144-81	2144_81
2145-37	2145_37
2145-83	2145_83
2146-12	2146_12
2146-16	2146_16
2152-105	2152_105
2152-110	2152_110
2152-113	2152_113
2152-19	2152_19
2152-29	2152_29
2152-3	2152_3
2152-32	2152_32
2152-35	2152_35
2152-46	2152_46
2152-47	2152_47
2152-5	2152_5
2152-50	2152_50
2152-54	2152_54
2152-68	2152_68
2152-87	2152_87
2152-94	2152_94
2152-99	2152_99
2153-107	2153_107
2153-11	2153_11
2153-23	2153_23
2153-27	2153_27
2153-30	2153_30
2153-4	2153_4
2153-40	2153_40
2153-41	2153_41
2153-52	2153_52
2153-56	2153_56
2153-61	2153_61
2153-67	2153_67
2153-68	2153_68
2153-70	2153_70
2154-101	2154_101
2154-102	2154_102
2154-26	2154_26
2154-39	2154_39
2154-40	2154_40
2154-44	2154_44
2154-5	2154_5
2154-55	2154_55
2154-56	2154_56
2154-58	2154_58
2154-82	2154_82
2154-86	2154_86
2154-88	2154_88
2154-9	2154_9
2154-92	2154_92
2154-97	2154_97
2154-99	2154_99
2155-101	2155_101
2155-108	2155_108
2155-138	2155_138
2155-139	2155_139
2155-140	2155_140
2155-144	2155_144
2155-16	2155_16
2155-35	2155_35
2155-43	2155_43
2155-46	2155_46
2155-48	2155_48
2155-54	2155_54
2155-62	2155_62
2155-66	2155_66
2155-73	2155_73
2155-75	2155_75
2156-12	2156_12
2156-45	2156_45
2156-46	2156_46
2156-59	2156_59
2156-73	2156_73
2156-8	2156_8
2157-26	2157_26
2157-36	2157_36
2157-4	2157_4
2157-43	2157_43
2157-54	2157_54
2157-64	2157_64
2157-69	2157_69
2159-103	2159_103
2159-113	2159_113
2159-117	2159_117
2159-123	2159_123
2159-125	2159_125
2159-132	2159_132
2159-133	2159_133
2159-135	2159_135
2159-140	2159_140
2159-27	2159_27
2159-32	2159_32
2159-44	2159_44
2159-47	2159_47
2159-62	2159_62
2159-72	2159_72
2159-90	2159_90
2159-94	2159_94
2159-99	2159_99
UT2162-16	UT2162_16
UT2162-19	UT2162_19
UT2163-1	UT2163_1
UT2163-116	UT2163_116
UT2163-117	UT2163_117
UT2163-119	UT2163_119
UT2163-12	UT2163_12
UT2163-17	UT2163_17
UT2163-31	UT2163_31
UT2163-34	UT2163_34
UT2163-43	UT2163_43
UT2163-50	UT2163_50
UT2163-52	UT2163_52
UT2163-57	UT2163_57
UT2163-68	UT2163_68
UT2163-80	UT2163_80
UT2163-87	UT2163_87
UT2163-89	UT2163_89
UT2163-92	UT2163_92
UT2163-95	UT2163_95
UT2166-18	UT2166_18
UT2166-49	UT2166_49
UT2170-104	UT2170_104
UT2170-105	UT2170_105
UT2170-109	UT2170_109
UT2170-114	UT2170_114
UT2170-123	UT2170_123
UT2170-136	UT2170_136
UT2170-146	UT2170_146
UT2170-15	UT2170_15
UT2170-16	UT2170_16
UT2170-20	UT2170_20
UT2170-27	UT2170_27
UT2170-34	UT2170_34
UT2170-38	UT2170_38
UT2170-40	UT2170_40
UT2170-42	UT2170_42
UT2170-43	UT2170_43
UT2170-53	UT2170_53
UT2170-64	UT2170_64
UT2170-7	UT2170_7
UT2170-71	UT2170_71
UT2170-89	UT2170_89
UT2170-95	UT2170_95
UT2180-139	UT2180_139
UT2180-147	UT2180_147
UT2180-172	UT2180_172
UT2180-177	UT2180_177
UT2180-183	UT2180_183
UT2180-188	UT2180_188
UT2180-195	UT2180_195
UT2180-198	UT2180_198
UT2180-199	UT2180_199
UT2180-207	UT2180_207
UT2180-25	UT2180_25
UT2180-37	UT2180_37
UT2180-91	UT2180_91
UT2181-104	UT2181_104
UT2181-107	UT2181_107
UT2181-109	UT2181_109
UT2181-11	UT2181_11
UT2181-113	UT2181_113
UT2181-114	UT2181_114
UT2181-116	UT2181_116
UT2181-120	UT2181_120
UT2181-121	UT2181_121
UT2181-125	UT2181_125
UT2181-127	UT2181_127
UT2181-132	UT2181_132
UT2181-19	UT2181_19
UT2181-27	UT2181_27
UT2181-32	UT2181_32
UT2181-36	UT2181_36
UT2181-38	UT2181_38
UT2181-4	UT2181_4
UT2181-41	UT2181_41
UT2181-44	UT2181_44
UT2181-46	UT2181_46
UT2181-47	UT2181_47
UT2181-51	UT2181_51
UT2181-53	UT2181_53
UT2181-54	UT2181_54
UT2181-55	UT2181_55
UT2181-57	UT2181_57
UT2181-61	UT2181_61
UT2181-64	UT2181_64
UT2181-65	UT2181_65
UT2181-68	UT2181_68
UT2181-72	UT2181_72
UT2181-75	UT2181_75
UT2181-76	UT2181_76
UT2181-77	UT2181_77
UT2181-8	UT2181_8
UT2181-88	UT2181_88
UT2181-91	UT2181_91
UT2181-92	UT2181_92
03WA-104.7	03WA_104_7
03WA-109.7	03WA_109_7
03WA-112.4	03WA_112_4
03WA-119.4	03WA_119_4
03WA-119.7	03WA_119_7
03WA-123.8	03WA_123_8
03WA-124.1	03WA_124_1
03WA-129.18	03WA_129_18
03WA-129.6	03WA_129_6
03WA-133.4	03WA_133_4
03WA-133.5	03WA_133_5
03WA-134.3	03WA_134_3
03WA-136.19	03WA_136_19
03WA-137.10	03WA_137_10
03WA-158.12	03WA_158_12
03WA-182.12	03WA_182_12
03WA-187.1	03WA_187_1
03WA-193.7	03WA_193_7
03WA-195.8	03WA_195_8
03WA-199.1	03WA_199_1
03WA-199.4	03WA_199_4
03WA-199.6	03WA_199_6
03WA-208.4	03WA_208_4
03WA-233.3	03WA_233_3
04WA-101.34	04WA_101_34
04WA-101.43	04WA_101_43
04WA-101.45	04WA_101_45
04WA-101.47	04WA_101_47
04WA-102.21	04WA_102_21
04WA-102.43	04WA_102_43
04WA-104.17	04WA_104_17
04WA-104.39	04WA_104_39
04WA-104.40	04WA_104_40
04WA-106.50	04WA_106_50
04WA-108.12	04WA_108_12
04WA-108.15	04WA_108_15
04WA-108.23	04WA_108_23
04WA-108.38	04WA_108_38
04WA-108.56	04WA_108_56
04WA-109.13	04WA_109_13
04WA-110.40	04WA_110_40
04WA-111.16	04WA_111_16
04WA-111.8	04WA_111_8
04WA-112.10	04WA_112_10
04WA-112.11	04WA_112_11
04WA-112.2	04WA_112_2
04WA-112.21	04WA_112_21
04WA-112.33	04WA_112_33
04WA-112.8	04WA_112_8
04WA-113.15	04WA_113_15
04WA-113.16	04WA_113_16
04WA-113.31	04WA_113_31
04WA-113.36	04WA_113_36
04WA-113.38	04WA_113_38
04WA-114.16	04WA_114_16
04WA-114.35	04WA_114_35
04WA-114.39	04WA_114_39
04WA-114.4	04WA_114_4
04WA-114.40	04WA_114_40
04WA-114.8	04WA_114_8
04WA-116.15	04WA_116_15
04WA-116.16	04WA_116_16
04WA-116.18	04WA_116_18
04WA-116.2	04WA_116_2
04WA-116.33	04WA_116_33
04WA-117.12	04WA_117_12
04WA-118.11	04WA_118_11
04WA-118.19	04WA_118_19
04WA-119.2	04WA_119_2
04WA-120.24	04WA_120_24
04WA-121.4	04WA_121_4
04WA-122.24	04WA_122_24
04WA-123.22	04WA_123_22
04WA-123.23	04WA_123_23
04WA-123.32	04WA_123_32
04WA-123.39	04WA_123_39
04WA-123.4	04WA_123_4
04WA-123.40	04WA_123_40
04WA-123.46	04WA_123_46
04WA-123.50	04WA_123_50
04WA-123.51	04WA_123_51
04WA-123.52	04WA_123_52
04WA-124.33	04WA_124_33
04WA-125.11	04WA_125_11
04WA-126.29	04WA_126_29
04WA-127.20	04WA_127_20
04WA-127.4	04WA_127_4
04WNZ-101	04WNZ_101
04WNZ-124	04WNZ_124
04WNZ-128	04WNZ_128
04WNZ-130	04WNZ_130
04WNZ-171	04WNZ_171
04WNZ-194	04WNZ_194
04WNZ-60	04WNZ_60
04WNZ-71	04WNZ_71
04WNZ-88	04WNZ_88
02MB-104	02MB_104
05WA-302.42	05WA_302_42
05WA-302.73	05WA_302_73
05WA-303.1	05WA_303_1
05WA-303.17	05WA_303_17
05WA-303.20	05WA_303_20
05WA-303.47	05WA_303_47
05WA-303.6	05WA_303_6
05WA-303.66	05WA_303_66
05WA-303.71	05WA_303_71
05WA-303.81	05WA_303_81
05WA-310.52	05WA_310_52
05WA-310.94	05WA_310_94
05WA-310.96	05WA_310_96
05WA-315.47	05WA_315_47
05WA-316.32	05WA_316_32
05WA-316.64	05WA_316_64
05WA-316.71	05WA_316_71
05WA-316.9	05WA_316_9
05WA-316.99	05WA_316_99
05WA-319.12	05WA_319_12
05WA-319.51	05WA_319_51
05WA-324.17	05WA_324_17
05WA-325.3	05WA_325_3
05WA-325.33	05WA_325_33
05WA-325.45	05WA_325_45
05WA-325.5	05WA_325_5
05WA-325.66	05WA_325_66
05WA-327.52	05WA_327_52
05WA-328.10	05WA_328_10
05WA-328.16	05WA_328_16
05WA-328.20	05WA_328_20
05WA-328.3	05WA_328_3
05WA-328.4	05WA_328_4
05WA-328.48	05WA_328_48
05WA-328.49	05WA_328_49
05WA-328.7	05WA_328_7
05WA-328.8	05WA_328_8
05WA-329.18	05WA_329_18
05WA-329.22	05WA_329_22
05WA-329.46	05WA_329_46
05WA-329.49	05WA_329_49
05WA-329.50	05WA_329_50
05WA-329.66	05WA_329_66
05WA-333.21	05WA_333_21
05WA-333.7	05WA_333_7
05WA-335.15	05WA_335_15
05WA-335.33	05WA_335_33
05WA-335.43	05WA_335_43
05WA-336.14	05WA_336_14
05WA-336.18	05WA_336_18
05WA-336.19	05WA_336_19
05WA-336.29	05WA_336_29
05WA-336.32	05WA_336_32
05WA-336.35	05WA_336_35
05WA-336.42	05WA_336_42
05WA-336.8	05WA_336_8
05WA-339.12	05WA_339_12
05WA-339.22	05WA_339_22
05WA-339.5	05WA_339_5
05WA-339.8	05WA_339_8
05WA-340.17	05WA_340_17
05WA-341.26	05WA_341_26
05WA-347.17	05WA_347_17
05WA-347.37	05WA_347_37
05WA-348.14	05WA_348_14
05WA-349.20	05WA_349_20
05WA-351.2	05WA_351_2
05WA-353.22	05WA_353_22
05WA-354.10	05WA_354_10
05WA-354.13	05WA_354_13
05WA-354.3	05WA_354_3
05WA-357.1	05WA_357_1
05WA-357.14	05WA_357_14
05WA-357.17	05WA_357_17
05WA-358.16	05WA_358_16
05WA-358.19	05WA_358_19
05WA-359.7	05WA_359_7
05WA-360.14	05WA_360_14
05WA-360.15	05WA_360_15
05WA-360.21	05WA_360_21
05WA-360.31	05WA_360_31
05WA-361.35	05WA_361_35
05WA-361.7	05WA_361_7
05WA-362.16	05WA_362_16
05WA-362.22	05WA_362_22
05WA-363.37	05WA_363_37
05WA-368.13	05WA_368_13
05WA-368.14	05WA_368_14
05WA-368.15	05WA_368_15
05WA-368.26	05WA_368_26
05WA-369.9	05WA_369_9
05WA-370.30	05WA_370_30
05WA-371.6	05WA_371_6
05WA-377.14	05WA_377_14
X02028-DH35	X02028_DH35
03WA-105.4HW-1	03WA_105_4HW_1
03WA-168.14W-3	03WA_168_14W_3
03WA-203.18HW-1	03WA_203_18HW_1
03WA-203.1HW-1	03WA_203_1HW_1
03WA-203.9HW-1	03WA_203_9HW_1
03WA-204.19W-1	03WA_204_19W_1
03WA-204.22W-4	03WA_204_22W_4
03WA-204.4W-2	03WA_204_4W_2
03WA-204.9W-1	03WA_204_9W_1
06WA-406.11	06WA_406_11
06WA-406.18	06WA_406_18
06WA-406.21	06WA_406_21
06WA-406.3	06WA_406_3
06WA-406.6	06WA_406_6
06WA-406.9	06WA_406_9
06WA-408.14	06WA_408_14
06WA-409.31	06WA_409_31
06WA-409.8	06WA_409_8
06WA-412.12	06WA_412_12
06WA-412.14	06WA_412_14
06WA-412.16	06WA_412_16
06WA-412.29	06WA_412_29
06WA-412.3	06WA_412_3
06WA-412.4	06WA_412_4
06WA-412.5	06WA_412_5
06WA-414.10	06WA_414_10
06WA-414.23	06WA_414_23
06WA-414.3	06WA_414_3
06WA-414.7	06WA_414_7
06WA-415.30	06WA_415_30
06WA-416.21	06WA_416_21
06WA-419.6	06WA_419_6
06WA-420.10	06WA_420_10
06WA-420.19	06WA_420_19
06WA-421.17	06WA_421_17
06WA-422.19	06WA_422_19
06WA-423.21	06WA_423_21
06WA-423.25	06WA_423_25
06WA-423.30	06WA_423_30
06WA-425.3	06WA_425_3
06WA-426.18	06WA_426_18
06WA-427.15	06WA_427_15
06WA-427.31	06WA_427_31
06WA-427.50	06WA_427_50
06WA-427.6	06WA_427_6
06WA-428.11	06WA_428_11
06WA-428.19	06WA_428_19
06WA-429.10	06WA_429_10
06WA-429.16	06WA_429_16
06WA-431.16	06WA_431_16
06WA-431.25	06WA_431_25
06WA-432.23	06WA_432_23
06WA-432.7	06WA_432_7
06WA-444.5	06WA_444_5
06WA-448.5	06WA_448_5
06WA-453.1	06WA_453_1
06WA-455.5	06WA_455_5
06WA-456.9	06WA_456_9
06WA-458.10	06WA_458_10
06WA-458.20	06WA_458_20
06WA-458.8	06WA_458_8
06WA-461.1	06WA_461_1
06WA-461.23	06WA_461_23
06WA-466.16	06WA_466_16
06WA-466.6	06WA_466_6
06WA-469.14	06WA_469_14
06WA-470.7	06WA_470_7
06WA-472.13	06WA_472_13
06WA-472.18	06WA_472_18
06WA-473.11	06WA_473_11
06WA-473.17	06WA_473_17
06WA-473.3	06WA_473_3
06WA-473.9	06WA_473_9
06WA-475.14	06WA_475_14
06WA-475.15	06WA_475_15
X02007-DH1	X02007_DH1
X02007-DH12	X02007_DH12
X02007-DH6	X02007_DH6
X02035-DH2	X02035_DH2
X02037-DH1	X02037_DH1
X02037-DH5	X02037_DH5
X04012-T149	X04012_T149
X04012-T172	X04012_T172
X04012-T46	X04012_T46
X04012-T51	X04012_T51
X04012-T80	X04012_T80
X04041-T113	X04041_T113
X04041-T15	X04041_T15
X04041-T194	X04041_T194
X04041-T32	X04041_T32
X04041-T7	X04041_T7
X04041-T81	X04041_T81
X04055-T3	X04055_T3
X04055-T56	X04055_T56
X04061-T71	X04061_T71
07WA-601.22	07WA_601_22
07WA-601.24	07WA_601_24
07WA-601.6	07WA_601_6
07WA-601.9	07WA_601_9
07WA-602.22	07WA_602_22
07WA-604.20	07WA_604_20
07WA-605.11	07WA_605_11
07WA-605.17	07WA_605_17
07WA-606.19	07WA_606_19
07WA-606.25	07WA_606_25
07WA-606.5	07WA_606_5
07WA-610.2	07WA_610_2
07WA-610.21	07WA_610_21
07WA-613.20	07WA_613_20
07WA-614.12	07WA_614_12
07WA-614.4	07WA_614_4
07WA-615.23	07WA_615_23
07WA-616.1	07WA_616_1
07WA-617.6	07WA_617_6
07WA-620.1	07WA_620_1
07WA-622.9	07WA_622_9
07WA-625.15	07WA_625_15
07WA-625.27	07WA_625_27
07WA-627.17	07WA_627_17
07WA-628.14	07WA_628_14
07WA-628.2	07WA_628_2
07WA-629.12	07WA_629_12
07WA-630.28	07WA_630_28
07WA-633.5	07WA_633_5
07WA-634.13	07WA_634_13
07WA-634.A	07WA_634_A
07WA-639.13	07WA_639_13
07WA-639.14	07WA_639_14
07WA-639.4	07WA_639_4
07WA-642.17	07WA_642_17
07WA-642.20	07WA_642_20
07WA-649.7	07WA_649_7
07WA-650.11	07WA_650_11
07WA-650.3	07WA_650_3
07WA-650.9	07WA_650_9
07WA-652.14	07WA_652_14
07WA-652.7	07WA_652_7
07WA-654.5	07WA_654_5
07WA-655.2	07WA_655_2
07WA-658.8	07WA_658_8
07WA-664.1	07WA_664_1
07WA-665.7	07WA_665_7
07WA-665.9	07WA_665_9
07WA-667.1	07WA_667_1
07WA-670.7	07WA_670_7
07WA-670.8	07WA_670_8
07WA-670.9	07WA_670_9
07WA-672.2	07WA_672_2
07WA-676.8	07WA_676_8
07WA-677.1	07WA_677_1
07WA-677.9	07WA_677_9
07WA-680.8	07WA_680_8
07WA-681.15	07WA_681_15
07WA-681.16	07WA_681_16
07WA-682.1	07WA_682_1
07WA-682.3	07WA_682_3
07WA-683.7	07WA_683_7
07WA-684.20	07WA_684_20
07WA-684.8	07WA_684_8
RADIANT	RADIANT
X04061-T183	X04061_T183
X04061-T283	X04061_T283
X04073-T126	X04073_T126
X04073-T135	X04073_T135
X04073-T136	X04073_T136
X04073-T58	X04073_T58
X04073-T67	X04073_T67
X04073-T85	X04073_T85
X04078-T116	X04078_T116
X04078-T125	X04078_T125
X04078-T151	X04078_T151
X04078-T173	X04078_T173
X04078-T181	X04078_T181
X04078-T222	X04078_T222
X04078-T27	X04078_T27
X04078-T43	X04078_T43
X04078-T52	X04078_T52
X04079-T125	X04079_T125
X04079-T159	X04079_T159
X04079-T173	X04079_T173
X04079-T174	X04079_T174
X04079-T20	X04079_T20
X04079-T242	X04079_T242
X04079-T247	X04079_T247
X04079-T276	X04079_T276
X04079-T277	X04079_T277
X04079-T34	X04079_T34
X04079-T58	X04079_T58
X04079-T87	X04079_T87
J2-12-2	J2_12_2
J2-15-1	J2_15_1
K47/E//S47/E-58	K47_E_S47_E_58
K47/E//S47/E-59	K47_E_S47_E_59
K51/E//K51-13	K51_E_K51_13
K51/E//K51-16	K51_E_K51_16
K51/E//K51-60	K51_E_K51_60
K51/E//K51-61	K51_E_K51_61
K51/E//K51-63	K51_E_K51_63
K51/E//K51-64	K51_E_K51_64
K51/E//K51-9	K51_E_K51_9
K51/E//S113-66	K51_E_S113_66
K51/E//S113-69	K51_E_S113_69
K51/E//S47/E-70	K51_E_S47_E_70
K51/E//S47/E-71	K51_E_S47_E_71
K51/L//K51-10	K51_L_K51_10
K51/L//K51-14	K51_L_K51_14
KAC47	KAC47
KAC51	KAC51
LUCA	LUCA
S113/E//K51-15	S113_E_K51_15
S113/E//K51-56	S113_E_K51_56
S113/E//K51-57	S113_E_K51_57
S113/E//S113-55	S113_E_S113_55
S113/E//S7-8	S113_E_S7_8
S113/K50-21	S113_K50_21
S113/L//K51/E-18	S113_L_K51_E_18
S113/L//S113-11	S113_L_S113_11
S47/E//K47/E-23	S47_E_K47_E_23
S47/E//K47/E-25	S47_E_K47_E_25
S47/E//K47/E-48	S47_E_K47_E_48
S47/E//K51-21	S47_E_K51_21
S47/E//K51-29	S47_E_K51_29
S47/E//K51-31	S47_E_K51_31
S47/E//K51-34	S47_E_K51_34
S47/E//S113-47	S47_E_S113_47
S47/E//S47-35	S47_E_S47_35
S47/E//S47-36	S47_E_S47_36
S47/E//S47-37	S47_E_S47_37
S47/E//S47-39	S47_E_S47_39
S47/E//S47-40	S47_E_S47_40
S47/E//S47-42	S47_E_S47_42
S47/E//S47-43	S47_E_S47_43
S47/E//S47-45	S47_E_S47_45
S47/E//S47-46	S47_E_S47_46
S47/L//K51-52	S47_L_K51_52
STAC113/KAC50-15	STAC113_KAC50_15
STAC113/KAC50-22	STAC113_KAC50_22
STAC113/KAC50-26	STAC113_KAC50_26
STAC47/EXCEL-1	STAC47_EXCEL_1
STAC47/KAC51-11	STAC47_KAC51_11
STAC47/KAC51-17	STAC47_KAC51_17
STAC47/KAC51-20	STAC47_KAC51_20
STAC47/KAC51-27	STAC47_KAC51_27
STAC47/KAC51-7	STAC47_KAC51_7
STAC47/KAC51-9	STAC47_KAC51_9
STAC7/KAC41-1	STAC7_KAC41_1
STAC7-1	STAC7_1
STACBC42-4-5	STACBC42_4_5
STACBC50-7-1	STACBC50_7_1
STACBC50-7-2	STACBC50_7_2
STACBC50-7-3	STACBC50_7_3
STACBC50-7-5	STACBC50_7_5
STACBC50-8-2	STACBC50_8_2
STACBC50-9-1	STACBC50_9_1
STACBC50-9-3	STACBC50_9_3
88AC536	88AC536
KOLD	KOLD
STRIDER	STRIDER
BU27	BU27
BU37	BU37
F5-1	F5_1
F5-2	F5_2
F5-3	F5_3
F5-4	F5_4
F5-5	F5_5
F5-6	F5_6
F5-7	F5_7
F5-8	F5_8
F5-9	F5_9
F6-1	F6_1
F6-10	F6_10
F6-11	F6_11
F6-2	F6_2
F6-3	F6_3
F6-4	F6_4
F6-5	F6_5
F6-6	F6_6
F6-7	F6_7
F6-8	F6_8
F6-9	F6_9
OR712	OR712
OR73	OR73
OR76-071	OR76_071
OR76-072	OR76_072
OR76-073	OR76_073
OR76-074	OR76_074
OR76-075	OR76_075
OR79	OR79
STAC7-071	STAC7_071
STAC7-072	STAC7_072
STAC7-073	STAC7_073
STAC7-074	STAC7_074
STAC7-075	STAC7_075
STAC7-076	STAC7_076
STAC7-077	STAC7_077
STAC7-078	STAC7_078
STAC7-079	STAC7_079
08OR-01	08OR_01
08OR-02	08OR_02
08OR-03	08OR_03
08OR-04	08OR_04
08OR-05	08OR_05
08OR-06	08OR_06
08OR-07	08OR_07
08OR-08	08OR_08
08OR-09	08OR_09
08OR-10	08OR_10
08OR-11	08OR_11
08OR-12	08OR_12
08OR-13	08OR_13
08OR-14	08OR_14
08OR-15	08OR_15
08OR-16	08OR_16
08OR-17	08OR_17
08OR-18	08OR_18
08OR-19	08OR_19
08OR-20	08OR_20
08OR-21	08OR_21
08OR-22	08OR_22
08OR-23	08OR_23
08OR-24	08OR_24
08OR-25	08OR_25
08OR-26	08OR_26
08OR-27	08OR_27
08OR-28	08OR_28
08OR-29	08OR_29
08OR-30	08OR_30
08OR-31	08OR_31
08OR-32	08OR_32
08OR-33	08OR_33
08OR-34	08OR_34
08OR-35	08OR_35
08OR-36	08OR_36
08OR-37	08OR_37
08OR-38	08OR_38
08OR-39	08OR_39
08OR-40	08OR_40
08OR-41	08OR_41
08OR-42	08OR_42
08OR-43	08OR_43
08OR-44	08OR_44
08OR-45	08OR_45
08OR-46	08OR_46
08OR-47	08OR_47
08OR-48	08OR_48
08OR-49	08OR_49
08OR-50	08OR_50
08OR-51	08OR_51
08OR-52	08OR_52
08OR-53	08OR_53
08OR-54	08OR_54
08OR-55	08OR_55
08OR-56	08OR_56
08OR-57	08OR_57
